01.06.2025 20:30:52-debug: %cImport%c: C:\ProgramData\cocos\editors\Creator\3.7.2\resources\resources\3d\engine\editor\assets\chunks background: #aaff85; color: #000; color: #000;
01.06.2025 23:07:01-debug: // ---- build task custom joint texture layouts ---- (3ms)
01.06.2025 23:07:01-debug: run build task custom joint texture layouts success in 3 ms √12%
01.06.2025 23:07:01-debug: custom joint physics start12%
01.06.2025 23:07:01-debug: // ---- build task custom joint physics ----
01.06.2025 23:07:01-debug: Process: heapTotal 220.37MB heapUsed 205.51MB rss 547.31MB
01.06.2025 23:07:01-debug: // ---- build task custom joint physics ---- (1ms)
01.06.2025 23:07:01-debug: run build task custom joint physics success in 1 ms √13%
01.06.2025 23:07:01-debug: Fill script data to settings start13%
01.06.2025 23:07:01-debug: // ---- build task Fill script data to settings ----
01.06.2025 23:07:01-debug: Process: heapTotal 220.37MB heapUsed 205.53MB rss 547.31MB
01.06.2025 23:07:01-debug: // ---- build task Fill script data to settings ---- (1ms)
01.06.2025 23:07:01-debug: Fill scene data to settings start13%
01.06.2025 23:07:01-debug: run build task Fill script data to settings success in 1 ms √13%
01.06.2025 23:07:01-debug: // ---- build task Fill scene data to settings ----
01.06.2025 23:07:01-debug: Process: heapTotal 220.37MB heapUsed 205.56MB rss 547.31MB
01.06.2025 23:07:01-debug: run build task Fill scene data to settings success in 1 ms √14%
01.06.2025 23:07:01-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
01.06.2025 23:07:01-debug: // ---- build task Fill scene data to settings ---- (1ms)
01.06.2025 23:07:01-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
01.06.2025 23:07:01-debug: Process: heapTotal 220.37MB heapUsed 205.58MB rss 547.31MB
01.06.2025 23:07:01-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ---- (3ms)
01.06.2025 23:07:01-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 3 ms √14%
01.06.2025 23:07:01-debug: Generate md5AssetsMap from suffixMap to settings start14%
01.06.2025 23:07:01-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
01.06.2025 23:07:01-debug: Process: heapTotal 220.37MB heapUsed 205.62MB rss 547.32MB
01.06.2025 23:07:01-debug: options.md5Cache is false.
01.06.2025 23:07:01-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ---- (1ms)
01.06.2025 23:07:01-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 1 ms √15%
01.06.2025 23:08:27-debug: refresh db internal success
01.06.2025 23:08:27-debug: %cDestroy%c: C:\GameECSProject\assets\resurces\roomsbackground: #ffb8b8; color: #000;color: #000;
01.06.2025 23:08:27-debug: %cDestroy%c: C:\GameECSProject\assets\resurcesbackground: #ffb8b8; color: #000;color: #000;
01.06.2025 23:08:27-debug: %cDestroy%c: C:\GameECSProject\assets\resurces\rooms\room1.jsonbackground: #ffb8b8; color: #000;color: #000;
01.06.2025 23:08:27-debug: %cImport%c: C:\GameECSProject\assets\resourcesbackground: #aaff85; color: #000;color: #000;
01.06.2025 23:08:27-debug: %cImport%c: C:\GameECSProject\assets\resources\roomsbackground: #aaff85; color: #000;color: #000;
01.06.2025 23:08:27-debug: asset-db:worker-effect-data-processing (268ms)
01.06.2025 23:08:27-debug: %cImport%c: C:\GameECSProject\assets\resources\rooms\room1.jsonbackground: #aaff85; color: #000;color: #000;
01.06.2025 23:08:27-debug: %cImport%c: C:\GameECSProject\assets\scripts\config\RoomConfig.tsbackground: #aaff85; color: #000;color: #000;
01.06.2025 23:08:27-debug: refresh db assets success
01.06.2025 23:08:27-debug: asset-db:refresh-all-database (384ms)
01.06.2025 23:08:28-debug: start refresh asset from C:\GameECSProject\assets\scenes\Main.scene...
01.06.2025 23:08:28-debug: %cImport%c: C:\GameECSProject\assets\scenes\Main.scenebackground: #aaff85; color: #000;color: #000;
01.06.2025 23:08:28-debug: refresh asset C:\GameECSProject\assets\scenes success
01.06.2025 23:08:29-debug: Query all assets info in project
01.06.2025 23:08:29-debug: BuildAssetLibrary query-assets with assets 455
01.06.2025 23:08:29-debug: init custom config: keepNodeUuid: false, useCache: true
01.06.2025 23:08:29-debug:   Number of all scenes: 1
01.06.2025 23:08:29-debug:   Number of all scripts: 19
01.06.2025 23:08:29-debug:   Number of other assets: 296
01.06.2025 23:08:29-debug: Query asset bundle start0%
01.06.2025 23:08:29-debug: // ---- build task Query asset bundle ----
01.06.2025 23:08:29-debug: Process: heapTotal 215.63MB heapUsed 195.64MB rss 543.59MB
01.06.2025 23:08:29-debug: // ---- build task Query asset bundle ---- (18ms)
01.06.2025 23:08:29-debug: run build task Query asset bundle success in 18 ms √3%
01.06.2025 23:08:29-debug: Query and organize assets start3%
01.06.2025 23:08:29-debug: // ---- build task Query and organize assets ----
01.06.2025 23:08:29-debug: Process: heapTotal 215.63MB heapUsed 197.20MB rss 541.06MB
01.06.2025 23:08:29-debug: init bundle assets
01.06.2025 23:08:29-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
01.06.2025 23:08:29-debug: Number of scenes: 1
01.06.2025 23:08:29-debug: // ---- build task Query and organize assets ---- (19ms)
01.06.2025 23:08:29-debug: run build task Query and organize assets success in 19 ms √7%
01.06.2025 23:08:29-debug: // ---- build task Organize scripts ----
01.06.2025 23:08:29-debug: Organize scripts start7%
01.06.2025 23:08:29-debug: Process: heapTotal 215.63MB heapUsed 197.36MB rss 541.09MB
01.06.2025 23:08:29-debug: sort script group...
01.06.2025 23:08:29-debug: // ---- build task Organize scripts ---- (1ms)
01.06.2025 23:08:29-debug: run build task Organize scripts success in 1 ms √10%
01.06.2025 23:08:29-debug: Init settings and config start10%
01.06.2025 23:08:29-debug: // ---- build task Init settings and config ----
01.06.2025 23:08:29-debug: Process: heapTotal 215.63MB heapUsed 197.39MB rss 541.09MB
01.06.2025 23:08:29-debug: // ---- build task Init settings and config ---- (1ms)
01.06.2025 23:08:29-debug: run build task Init settings and config success in 1 ms √11%
01.06.2025 23:08:29-debug: builder.tasks.settings.macro does not defined in i18n
01.06.2025 23:08:29-debug: builder.tasks.settings.macro start11%
01.06.2025 23:08:29-debug: // ---- build task builder.tasks.settings.macro ----
01.06.2025 23:08:29-debug: Process: heapTotal 215.63MB heapUsed 197.43MB rss 541.09MB
01.06.2025 23:08:29-debug: // ---- build task builder.tasks.settings.macro ---- (4ms)
01.06.2025 23:08:29-debug: run build task builder.tasks.settings.macro success in 4 ms √11%
01.06.2025 23:08:29-debug: Sort some build options to settings.json start11%
01.06.2025 23:08:29-debug: // ---- build task Sort some build options to settings.json ----
01.06.2025 23:08:29-debug: Process: heapTotal 215.63MB heapUsed 197.46MB rss 541.09MB
01.06.2025 23:08:29-debug: // ---- build task Sort some build options to settings.json ---- (4ms)
01.06.2025 23:08:29-debug: custom joint texture layouts start12%
01.06.2025 23:08:29-debug: // ---- build task custom joint texture layouts ----
01.06.2025 23:08:29-debug: Process: heapTotal 215.63MB heapUsed 197.53MB rss 541.05MB
01.06.2025 23:08:29-debug: // ---- build task custom joint texture layouts ---- (2ms)
01.06.2025 23:08:29-debug: run build task custom joint texture layouts success in 2 ms √12%
01.06.2025 23:08:29-debug: Process: heapTotal 215.63MB heapUsed 197.55MB rss 541.05MB
01.06.2025 23:08:29-debug: // ---- build task custom joint physics ---- (1ms)
01.06.2025 23:08:29-debug: // ---- build task custom joint physics ----
01.06.2025 23:08:29-debug: run build task custom joint physics success in 1 ms √13%
01.06.2025 23:08:29-debug: Fill script data to settings start13%
01.06.2025 23:08:29-debug: // ---- build task Fill script data to settings ----
01.06.2025 23:08:29-debug: Process: heapTotal 215.63MB heapUsed 197.58MB rss 541.05MB
01.06.2025 23:08:29-debug: run build task Fill script data to settings success in 2 ms √13%
01.06.2025 23:08:29-debug: // ---- build task Fill script data to settings ---- (2ms)
01.06.2025 23:08:29-debug: Fill scene data to settings start13%
01.06.2025 23:08:29-debug: Process: heapTotal 215.63MB heapUsed 197.60MB rss 541.05MB
01.06.2025 23:08:29-debug: // ---- build task Fill scene data to settings ----
01.06.2025 23:08:29-debug: run build task Fill scene data to settings success in 0 ms √14%
01.06.2025 23:08:29-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
01.06.2025 23:08:29-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
01.06.2025 23:08:29-debug: Process: heapTotal 215.63MB heapUsed 197.62MB rss 541.05MB
01.06.2025 23:08:29-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ---- (2ms)
01.06.2025 23:08:29-debug: Generate md5AssetsMap from suffixMap to settings start14%
01.06.2025 23:08:29-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
01.06.2025 23:08:29-debug: Process: heapTotal 215.63MB heapUsed 197.66MB rss 541.06MB
01.06.2025 23:08:29-debug: options.md5Cache is false.
01.06.2025 23:08:29-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 2 ms √14%
01.06.2025 23:08:29-debug: custom joint physics start12%
01.06.2025 23:08:29-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ---- (1ms)
01.06.2025 23:08:29-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 1 ms √15%
01.06.2025 23:08:29-debug: run build task Sort some build options to settings.json success in 4 ms √12%
01.06.2025 23:11:37-debug: refresh db internal success
01.06.2025 23:11:38-debug: asset-db:worker-effect-data-processing (271ms)
01.06.2025 23:11:38-debug: %cImport%c: C:\GameECSProject\assets\resources\rooms\room1.jsonbackground: #aaff85; color: #000;color: #000;
01.06.2025 23:11:38-debug: refresh db assets success
01.06.2025 23:11:38-debug: asset-db:refresh-all-database (380ms)
01.06.2025 23:11:39-debug: Query all assets info in project
01.06.2025 23:11:40-debug: BuildAssetLibrary query-assets with assets 455
01.06.2025 23:11:40-debug: init custom config: keepNodeUuid: false, useCache: true
01.06.2025 23:11:40-debug:   Number of all scenes: 1
01.06.2025 23:11:40-debug:   Number of all scripts: 19
01.06.2025 23:11:40-debug:   Number of other assets: 296
01.06.2025 23:11:40-debug: Query asset bundle start0%
01.06.2025 23:11:40-debug: // ---- build task Query asset bundle ----
01.06.2025 23:11:40-debug: Process: heapTotal 212.77MB heapUsed 194.25MB rss 538.19MB
01.06.2025 23:11:40-debug: // ---- build task Query asset bundle ---- (7ms)
01.06.2025 23:11:40-debug: // ---- build task Query and organize assets ----
01.06.2025 23:11:40-debug: Process: heapTotal 212.77MB heapUsed 192.62MB rss 538.30MB
01.06.2025 23:11:40-debug: Query and organize assets start3%
01.06.2025 23:11:40-debug: run build task Query asset bundle success in 7 ms √3%
01.06.2025 23:11:40-debug: init bundle assets
01.06.2025 23:11:40-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
01.06.2025 23:11:40-debug: Number of scenes: 1
01.06.2025 23:11:40-debug: // ---- build task Query and organize assets ---- (7ms)
01.06.2025 23:11:40-debug: run build task Query and organize assets success in 7 ms √7%
01.06.2025 23:11:40-debug: Organize scripts start7%
01.06.2025 23:11:40-debug: // ---- build task Organize scripts ----
01.06.2025 23:11:40-debug: Process: heapTotal 212.77MB heapUsed 192.77MB rss 538.33MB
01.06.2025 23:11:40-debug: sort script group...
01.06.2025 23:11:40-debug: // ---- build task Organize scripts ---- (1ms)
01.06.2025 23:11:40-debug: run build task Organize scripts success in 1 ms √10%
01.06.2025 23:11:40-debug: Init settings and config start10%
01.06.2025 23:11:40-debug: // ---- build task Init settings and config ----
01.06.2025 23:11:40-debug: Process: heapTotal 212.77MB heapUsed 192.82MB rss 538.33MB
01.06.2025 23:11:40-debug: // ---- build task Init settings and config ---- (1ms)
01.06.2025 23:11:40-debug: run build task Init settings and config success in 1 ms √11%
01.06.2025 23:11:40-debug: builder.tasks.settings.macro does not defined in i18n
01.06.2025 23:11:40-debug: builder.tasks.settings.macro start11%
01.06.2025 23:11:40-debug: // ---- build task builder.tasks.settings.macro ----
01.06.2025 23:11:40-debug: Process: heapTotal 212.77MB heapUsed 192.85MB rss 538.33MB
01.06.2025 23:11:40-debug: // ---- build task builder.tasks.settings.macro ---- (2ms)
01.06.2025 23:11:40-debug: run build task builder.tasks.settings.macro success in 2 ms √11%
01.06.2025 23:11:40-debug: Sort some build options to settings.json start11%
01.06.2025 23:11:40-debug: // ---- build task Sort some build options to settings.json ----
01.06.2025 23:11:40-debug: Process: heapTotal 212.77MB heapUsed 192.88MB rss 538.33MB
01.06.2025 23:11:40-debug: // ---- build task Sort some build options to settings.json ---- (6ms)
01.06.2025 23:11:40-debug: run build task Sort some build options to settings.json success in 6 ms √12%
01.06.2025 23:11:40-debug: custom joint texture layouts start12%
01.06.2025 23:11:40-debug: // ---- build task custom joint texture layouts ----
01.06.2025 23:11:40-debug: Process: heapTotal 212.77MB heapUsed 192.95MB rss 538.37MB
01.06.2025 23:11:40-debug: // ---- build task custom joint texture layouts ---- (1ms)
01.06.2025 23:11:40-debug: run build task custom joint texture layouts success in 1 ms √12%
01.06.2025 23:11:40-debug: // ---- build task custom joint physics ---- (1ms)
01.06.2025 23:11:40-debug: run build task custom joint physics success in 1 ms √13%
01.06.2025 23:11:40-debug: Fill script data to settings start13%
01.06.2025 23:11:40-debug: // ---- build task Fill script data to settings ----
01.06.2025 23:11:40-debug: // ---- build task custom joint physics ----
01.06.2025 23:11:40-debug: Process: heapTotal 212.77MB heapUsed 192.98MB rss 538.37MB
01.06.2025 23:11:40-debug: custom joint physics start12%
01.06.2025 23:11:40-debug: Process: heapTotal 212.77MB heapUsed 193.01MB rss 538.37MB
01.06.2025 23:11:40-debug: // ---- build task Fill script data to settings ---- (1ms)
01.06.2025 23:11:40-debug: Fill scene data to settings start13%
01.06.2025 23:11:40-debug: // ---- build task Fill scene data to settings ----
01.06.2025 23:11:40-debug: Process: heapTotal 212.77MB heapUsed 193.03MB rss 538.37MB
01.06.2025 23:11:40-debug: run build task Fill script data to settings success in 1 ms √13%
01.06.2025 23:11:40-debug: run build task Fill scene data to settings success in 1 ms √14%
01.06.2025 23:11:40-debug: // ---- build task Fill scene data to settings ---- (1ms)
01.06.2025 23:11:40-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
01.06.2025 23:11:40-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
01.06.2025 23:11:40-debug: Process: heapTotal 212.77MB heapUsed 193.06MB rss 538.37MB
01.06.2025 23:11:40-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ---- (1ms)
01.06.2025 23:11:40-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 1 ms √14%
01.06.2025 23:11:40-debug: Generate md5AssetsMap from suffixMap to settings start14%
01.06.2025 23:11:40-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
01.06.2025 23:11:40-debug: Process: heapTotal 212.77MB heapUsed 193.10MB rss 538.38MB
01.06.2025 23:11:40-debug: options.md5Cache is false.
01.06.2025 23:11:40-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ---- (1ms)
01.06.2025 23:11:40-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 1 ms √15%
01.06.2025 23:11:40-debug: start refresh asset from C:\GameECSProject\assets\scenes\Main.scene...
01.06.2025 23:11:40-debug: %cImport%c: C:\GameECSProject\assets\scenes\Main.scenebackground: #aaff85; color: #000;color: #000;
01.06.2025 23:11:40-debug: refresh asset C:\GameECSProject\assets\scenes success
01.06.2025 23:12:31-debug: refresh db internal success
01.06.2025 23:12:31-debug: asset-db:worker-effect-data-processing (192ms)
01.06.2025 23:12:31-debug: refresh db assets success
01.06.2025 23:12:31-debug: asset-db:refresh-all-database (282ms)
01.06.2025 23:12:49-debug: refresh db internal success
01.06.2025 23:12:49-debug: asset-db:worker-effect-data-processing (254ms)
01.06.2025 23:12:49-debug: refresh db assets success
01.06.2025 23:12:49-debug: asset-db:refresh-all-database (342ms)
01.06.2025 23:12:56-debug: start refresh asset from C:\GameECSProject\assets\prefabs\Enemy.prefab...
01.06.2025 23:12:56-debug: %cImport%c: C:\GameECSProject\assets\prefabs\Enemy.prefabbackground: #aaff85; color: #000;color: #000;
01.06.2025 23:12:56-debug: refresh asset C:\GameECSProject\assets\prefabs success
01.06.2025 23:12:56-debug: %cImport%c: C:\GameECSProject\assets\prefabsbackground: #aaff85; color: #000;color: #000;
01.06.2025 23:12:59-debug: start refresh asset from C:\GameECSProject\assets\prefabs\Player.prefab...
01.06.2025 23:12:59-debug: %cImport%c: C:\GameECSProject\assets\prefabs\Player.prefabbackground: #aaff85; color: #000;color: #000;
01.06.2025 23:12:59-debug: refresh asset C:\GameECSProject\assets\prefabs success
01.06.2025 23:13:00-debug: %cImport%c: C:\GameECSProject\assets\prefabsbackground: #aaff85; color: #000;color: #000;
01.06.2025 23:13:11-debug: start refresh asset from C:\GameECSProject\assets\scenes\Main.scene...
01.06.2025 23:13:11-debug: %cImport%c: C:\GameECSProject\assets\scenes\Main.scenebackground: #aaff85; color: #000;color: #000;
01.06.2025 23:13:11-debug: refresh asset C:\GameECSProject\assets\scenes success
01.06.2025 23:13:12-debug: Query all assets info in project
01.06.2025 23:13:12-debug: BuildAssetLibrary query-assets with assets 457
01.06.2025 23:13:12-debug: init custom config: keepNodeUuid: false, useCache: true
01.06.2025 23:13:12-debug:   Number of all scenes: 1
01.06.2025 23:13:12-debug:   Number of all scripts: 19
01.06.2025 23:13:12-debug:   Number of other assets: 298
01.06.2025 23:13:12-debug: Query asset bundle start0%
01.06.2025 23:13:12-debug: // ---- build task Query asset bundle ----
01.06.2025 23:13:12-debug: Process: heapTotal 223.79MB heapUsed 198.94MB rss 542.62MB
01.06.2025 23:13:12-debug: // ---- build task Query asset bundle ---- (13ms)
01.06.2025 23:13:12-debug: run build task Query asset bundle success in 13 ms √3%
01.06.2025 23:13:12-debug: Query and organize assets start3%
01.06.2025 23:13:12-debug: // ---- build task Query and organize assets ----
01.06.2025 23:13:12-debug: Process: heapTotal 223.79MB heapUsed 200.59MB rss 544.24MB
01.06.2025 23:13:12-debug: init bundle assets
01.06.2025 23:13:12-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
01.06.2025 23:13:12-debug: Number of scenes: 1
01.06.2025 23:13:12-debug: // ---- build task Query and organize assets ---- (16ms)
01.06.2025 23:13:12-debug: run build task Query and organize assets success in 16 ms √7%
01.06.2025 23:13:12-debug: Process: heapTotal 223.79MB heapUsed 200.74MB rss 544.41MB
01.06.2025 23:13:12-debug: Organize scripts start7%
01.06.2025 23:13:12-debug: // ---- build task Organize scripts ----
01.06.2025 23:13:12-debug: sort script group...
01.06.2025 23:13:12-debug: run build task Organize scripts success in 2 ms √10%
01.06.2025 23:13:12-debug: // ---- build task Organize scripts ---- (2ms)
01.06.2025 23:13:12-debug: Init settings and config start10%
01.06.2025 23:13:12-debug: // ---- build task Init settings and config ----
01.06.2025 23:13:12-debug: Process: heapTotal 223.79MB heapUsed 200.78MB rss 544.45MB
01.06.2025 23:13:12-debug: // ---- build task Init settings and config ---- (1ms)
01.06.2025 23:13:12-debug: run build task Init settings and config success in 1 ms √11%
01.06.2025 23:13:12-debug: builder.tasks.settings.macro does not defined in i18n
01.06.2025 23:13:12-debug: builder.tasks.settings.macro start11%
01.06.2025 23:13:12-debug: // ---- build task builder.tasks.settings.macro ----
01.06.2025 23:13:12-debug: Process: heapTotal 223.79MB heapUsed 200.82MB rss 544.48MB
01.06.2025 23:13:12-debug: run build task builder.tasks.settings.macro success in 5 ms √11%
01.06.2025 23:13:12-debug: // ---- build task builder.tasks.settings.macro ---- (5ms)
01.06.2025 23:13:12-debug: Sort some build options to settings.json start11%
01.06.2025 23:13:12-debug: // ---- build task Sort some build options to settings.json ----
01.06.2025 23:13:12-debug: Process: heapTotal 223.79MB heapUsed 200.85MB rss 544.52MB
01.06.2025 23:13:12-debug: // ---- build task Sort some build options to settings.json ---- (4ms)
01.06.2025 23:13:12-debug: custom joint texture layouts start12%
01.06.2025 23:13:12-debug: // ---- build task custom joint texture layouts ----
01.06.2025 23:13:12-debug: Process: heapTotal 223.79MB heapUsed 200.92MB rss 544.61MB
01.06.2025 23:13:12-debug: run build task Sort some build options to settings.json success in 4 ms √12%
01.06.2025 23:13:12-debug: // ---- build task custom joint texture layouts ---- (2ms)
01.06.2025 23:13:12-debug: run build task custom joint texture layouts success in 2 ms √12%
01.06.2025 23:13:12-debug: custom joint physics start12%
01.06.2025 23:13:12-debug: // ---- build task custom joint physics ----
01.06.2025 23:13:12-debug: Process: heapTotal 223.79MB heapUsed 200.95MB rss 544.64MB
01.06.2025 23:13:12-debug: run build task custom joint physics success in 0 ms √13%
01.06.2025 23:13:12-debug: Fill script data to settings start13%
01.06.2025 23:13:12-debug: // ---- build task Fill script data to settings ----
01.06.2025 23:13:12-debug: Process: heapTotal 223.79MB heapUsed 200.97MB rss 544.66MB
01.06.2025 23:13:12-debug: // ---- build task Fill script data to settings ---- (1ms)
01.06.2025 23:13:12-debug: Fill scene data to settings start13%
01.06.2025 23:13:12-debug: run build task Fill script data to settings success in 1 ms √13%
01.06.2025 23:13:12-debug: // ---- build task Fill scene data to settings ----
01.06.2025 23:13:12-debug: Process: heapTotal 223.79MB heapUsed 201.00MB rss 544.69MB
01.06.2025 23:13:12-debug: // ---- build task Fill scene data to settings ---- (1ms)
01.06.2025 23:13:12-debug: run build task Fill scene data to settings success in 1 ms √14%
01.06.2025 23:13:12-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
01.06.2025 23:13:12-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
01.06.2025 23:13:12-debug: Process: heapTotal 207.38MB heapUsed 193.55MB rss 533.25MB
01.06.2025 23:13:12-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ---- (1ms)
01.06.2025 23:13:12-debug: Generate md5AssetsMap from suffixMap to settings start14%
01.06.2025 23:13:12-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
01.06.2025 23:13:12-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 1 ms √14%
01.06.2025 23:13:12-debug: Process: heapTotal 207.38MB heapUsed 193.59MB rss 533.28MB
01.06.2025 23:13:12-debug: options.md5Cache is false.
01.06.2025 23:13:12-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ---- (1ms)
01.06.2025 23:13:12-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 1 ms √15%
01.06.2025 23:13:21-debug: refresh db internal success
01.06.2025 23:13:21-debug: asset-db:worker-effect-data-processing (195ms)
01.06.2025 23:13:21-debug: %cImport%c: C:\GameECSProject\assets\resources\rooms\room1.jsonbackground: #aaff85; color: #000;color: #000;
01.06.2025 23:13:21-debug: refresh db assets success
01.06.2025 23:13:21-debug: asset-db:refresh-all-database (369ms)
01.06.2025 23:13:22-debug: start refresh asset from C:\GameECSProject\assets\scenes\Main.scene...
01.06.2025 23:13:22-debug: %cImport%c: C:\GameECSProject\assets\scenes\Main.scenebackground: #aaff85; color: #000;color: #000;
01.06.2025 23:13:22-debug: refresh asset C:\GameECSProject\assets\scenes success
01.06.2025 23:13:22-debug: Query all assets info in project
01.06.2025 23:13:23-debug: BuildAssetLibrary query-assets with assets 457
01.06.2025 23:13:23-debug:   Number of all scenes: 1
01.06.2025 23:13:23-debug: init custom config: keepNodeUuid: false, useCache: true
01.06.2025 23:13:23-debug:   Number of all scripts: 19
01.06.2025 23:13:23-debug: // ---- build task Query asset bundle ----
01.06.2025 23:13:23-debug: Process: heapTotal 223.13MB heapUsed 207.33MB rss 550.41MB
01.06.2025 23:13:23-debug:   Number of other assets: 298
01.06.2025 23:13:23-debug: Query asset bundle start0%
01.06.2025 23:13:23-debug: // ---- build task Query asset bundle ---- (9ms)
01.06.2025 23:13:23-debug: Query and organize assets start3%
01.06.2025 23:13:23-debug: run build task Query asset bundle success in 9 ms √3%
01.06.2025 23:13:23-debug: // ---- build task Query and organize assets ----
01.06.2025 23:13:23-debug: Process: heapTotal 221.22MB heapUsed 203.86MB rss 547.89MB
01.06.2025 23:13:23-debug: init bundle assets
